0,1
0.002,2
0.004,0
0.006,1
0.008,1
0.01,0
0.012,0
0.014,0
0.016,2
0.018,1
0.02,0
0.022,1
0.024,1
0.026,0
0.028,1
0.03,0
0.032,0
0.034,1
0.036,1
0.038,1
0.04,0
0.042,0
0.044,2
0.046,1
0.048,0
0.05,1
0.052,1
0.054,0
0.056,0
0.058,0
0.06,0
0.062,0
0.064,0
0.066,0
0.068,0
0.07,1
0.072,0
0.074,0
0.076,1
0.078,0
0.08,0
0.082,0
0.084,0
0.086,0
0.088,0
0.09,0
0.092,0
0.094,0
0.096,0
0.098,0
0.1,0
0.102,0
0.104,0
0.106,0
0.108,0
0.11,0
0.112,3
0.114,0
0.116,0
0.118,0
0.12,1
0.122,0
0.124,0
0.126,1
0.128,1
0.13,1
0.132,0
0.134,0
0.136,0
0.138,0
0.14,1
0.142,0
0.144,1
0.146,0
0.148,2
0.15,0
0.152,0
0.154,0
0.156,1
0.158,0
0.16,0
0.162,1
0.164,1
0.166,1
0.168,1
0.17,0
0.172,2
0.174,2
0.176,0
0.178,1
0.18,0
0.182,0
0.184,0
0.186,2
0.188,1
0.19,0
0.192,0
0.194,0
0.196,0
0.198,0
0.2,0
0.202,1
0.204,0
0.206,0
0.208,0
0.21,0
0.212,0
0.214,0
0.216,0
0.218,1
0.22,0
0.222,0
0.224,0
0.226,1
0.228,0
0.23,1
0.232,0
0.234,1
0.236,0
0.238,0
0.24,0
0.242,1
0.244,0
0.246,0
0.248,0
0.25,1
0.252,0
0.254,0
0.256,0
0.258,0
0.26,0
0.262,1
0.264,0
0.266,0
0.268,0
0.27,0
0.272,3
0.274,0
0.276,0
0.278,0
0.28,1
0.282,0
0.284,0
0.286,0
0.288,0
0.29,0
0.292,0
0.294,0
0.296,0
0.298,0
0.3,0
0.302,0
0.304,1
0.306,1
0.308,0
0.31,0
0.312,0
0.314,3
0.316,0
0.318,0
0.32,3
0.322,0
0.324,0
0.326,0
0.328,0
0.33,0
0.332,1
0.334,2
0.336,1
0.338,0
0.34,0
0.342,0
0.344,2
0.346,0
0.348,0
0.35,0
0.352,1
0.354,1
0.356,1
0.358,0
0.36,0
0.362,0
0.364,2
0.366,0
0.368,1
0.37,0
0.372,0
0.374,0
0.376,1
0.378,0
0.38,1
0.382,1
0.384,0
0.386,0
0.388,0
0.39,0
0.392,0
0.394,0
0.396,1
0.398,1
0.4,0
0.402,0
0.404,1
0.406,0
0.408,0
0.41,2
0.412,1
0.414,0
0.416,0
0.418,0
0.42,0
0.422,0
0.424,0
0.426,0
0.428,1
0.43,0
0.432,0
0.434,0
0.436,0
0.438,0
0.44,0
0.442,3
0.444,0
0.446,0
0.448,3
0.45,1
0.452,0
0.454,0
0.456,0
0.458,0
0.46,0
0.462,0
0.464,0
0.466,2
0.468,0
0.47,0
0.472,0
0.474,0
0.476,0
0.478,0
0.48,0
0.482,0
0.484,2
0.486,0
0.488,1
0.49,1
0.492,0
0.494,1
0.496,0
0.498,0
0.5,1
0.502,0
0.504,0
0.506,0
0.508,0
0.51,1
0.512,1
0.514,0
0.516,0
0.518,1
0.52,0
0.522,1
0.524,2
0.526,1
0.528,0
0.53,0
0.532,0
0.534,1
0.536,0
0.538,1
0.54,0
0.542,0
0.544,0
0.546,1
0.548,1
0.55,1
0.552,3
0.554,0
0.556,0
0.558,0
0.56,0
0.562,0
0.564,0
0.566,0
0.568,1
0.57,0
0.572,0
0.574,2
0.576,0
0.578,0
0.58,0
0.582,0
0.584,1
0.586,0
0.588,0
0.59,0
0.592,2
0.594,0
0.596,0
0.598,0
0.6,0
0.602,0
0.604,0
0.606,0
0.608,0
0.61,0
0.612,1
0.614,1
0.616,1
0.618,0
0.62,0
0.622,0
0.624,1
0.626,0
0.628,1
0.63,0
0.632,0
0.634,1
0.636,0
0.638,0
0.64,0
0.642,0
0.644,2
0.646,1
0.648,0
0.65,0
0.652,0
0.654,0
0.656,1
0.658,1
0.66,0
0.662,0
0.664,0
0.666,3
0.668,0
0.67,0
0.672,0
0.674,0
0.676,0
0.678,0
0.68,3
0.682,1
0.684,0
0.686,1
0.688,0
0.69,0
0.692,0
0.694,2
0.696,0
0.698,2
0.7,0
0.702,1
0.704,1
0.706,0
0.708,1
0.71,0
0.712,0
0.714,0
0.716,1
0.718,0
0.72,0
0.722,0
0.724,1
0.726,0
0.728,0
0.73,0
0.732,0
0.734,1
0.736,0
0.738,1
0.74,0
0.742,0
0.744,0
0.746,0
0.748,0
0.75,0
0.752,0
0.754,0
0.756,0
0.758,0
0.76,0
0.762,0
0.764,0
0.766,0
0.768,1
0.77,1
0.772,0
0.774,0
0.776,0
0.778,0
0.78,2
0.782,1
0.784,1
0.786,0
0.788,0
0.79,0
0.792,0
0.794,0
0.796,0
0.798,0
0.8,0
0.802,0
0.804,0
0.806,0
0.808,1
0.81,1
0.812,1
0.814,0
0.816,0
0.818,0
0.82,0
0.822,2
0.824,0
0.826,1
0.828,1
0.83,1
0.832,0
0.834,0
0.836,0
0.838,1
0.84,1
0.842,0
0.844,0
0.846,0
0.848,0
0.85,0
0.852,0
0.854,0
0.856,0
0.858,1
0.86,0
0.862,1
0.864,1
0.866,1
0.868,0
0.87,1
0.872,0
0.874,1
0.876,1
0.878,0
0.88,0
0.882,0
0.884,0
0.886,1
0.888,0
0.89,1
0.892,0
0.894,0
0.896,0
0.898,0
0.9,1
0.902,0
0.904,0
0.906,0
0.908,0
0.91,0
0.912,0
0.914,0
0.916,0
0.918,0
0.92,0
0.922,0
0.924,0
0.926,0
0.928,0
0.93,0
0.932,0
0.934,0
0.936,0
0.938,1
0.94,0
0.942,2
0.944,0
0.946,0
0.948,0
0.95,0
0.952,0
0.954,0
0.956,0
0.958,0
0.96,0
0.962,1
0.964,0
0.966,1
0.968,0
0.97,2
0.972,0
0.974,0
0.976,1
0.978,0
0.98,0
0.982,1
0.984,2
0.986,0
0.988,2
0.99,0
0.992,2
0.994,1
0.996,0
0.998,1
1,1
1.002,0
1.004,1
1.006,0
1.008,0
1.01,0
1.012,3
1.014,1
1.016,0
1.018,1
1.02,0
1.022,1
1.024,0
1.026,1
1.028,0
1.03,2
1.032,0
1.034,0
1.036,0
1.038,0
1.04,0
1.042,0
1.044,0
1.046,1
1.048,0
1.05,1
1.052,2
1.054,1
1.056,0
1.058,0
1.06,0
1.062,0
1.064,0
1.066,0
1.068,1
1.07,0
1.072,0
1.074,0
1.076,0
1.078,0
1.08,0
1.082,0
1.084,0
1.086,0
1.088,0
1.09,0
1.092,0
1.094,0
1.096,0
1.098,0
1.1,0
1.102,0
1.104,0
1.106,0
1.108,0
1.11,0
1.112,0
1.114,0
1.116,0
1.118,0
1.12,1
1.122,0
